...1,file,speaker,language,duration,segment,word,f1,f2,f3,previous_sound,next_sound,percent,IsApproximant,IsAcoustic,gender,omit,position
1224,EN_ds6umh_lube149_L,ds6umh,English,0.056,L,lube,303,1408,2414,-,UW1,50,yes,yes,Female,0,initial
1225,EN_ds6umh_ram026_R,ds6umh,English,0.066,R,ram,527,1157,1557,-,AE1,50,yes,yes,Female,0,initial
1226,EN_ds6umh_ram057_R,ds6umh,English,0.058,R,ram,486,1130,1490,-,AE1,50,yes,yes,Female,0,initial
1227,EN_ds6umh_ram088_R,ds6umh,English,0.05,R,ram,491,1162,1755,-,AE1,50,yes,yes,Female,0,initial
1228,EN_ds6umh_ram150_R,ds6umh,English,0.078,R,ram,434,1229,1612,-,AE1,50,yes,yes,Female,0,initial
1229,EN_ds6umh_ram181_R,ds6umh,English,0.048,R,ram,456,1301,1715,-,AE1,50,yes,yes,Female,0,initial
1230,EN_ds6umh_ramp027_R,ds6umh,English,0.052,R,ramp,517,1051,1599,-,AE1,50,yes,yes,Female,0,initial
1231,EN_ds6umh_ramp058_R,ds6umh,English,0.064,R,ramp,499,1093,1595,-,AE1,50,yes,yes,Female,0,initial
1232,EN_ds6umh_ramp089_R,ds6umh,English,0.064,R,ramp,508,1359,1768,-,AE1,50,yes,yes,Female,0,initial
1233,EN_ds6umh_ramp120_R,ds6umh,English,0.068,R,ramp,377,1227,2226,-,AE1,50,yes,yes,Female,0,initial
1234,EN_ds6umh_rap032_R,ds6umh,English,0.064,R,rap,514,1392,1662,-,AE1,50,yes,yes,Female,0,initial
1235,EN_ds6umh_rap063_R,ds6umh,English,0.04,R,rap,505,1336,1756,-,AE1,50,yes,yes,Female,0,initial
1236,EN_ds6umh_rap094_R,ds6umh,English,0.038,R,rap,542,1376,1682,-,AE1,50,yes,yes,Female,0,initial
1237,EN_ds6umh_rap125_R,ds6umh,English,0.086,R,rap,389,1092,1779,-,AE1,50,yes,yes,Female,0,initial
1238,EN_ds6umh_rap156_R,ds6umh,English,0.034,R,rap,573,1464,1727,-,AE1,50,yes,yes,Female,0,initial
1239,EN_ds6umh_rap187_R,ds6umh,English,0.036,R,rap,458,1392,1876,-,AE1,50,yes,yes,Female,0,initial
1240,EN_ds6umh_reap007_R,ds6umh,English,0.056,R,reap,480,1342,1708,-,IY1,50,yes,yes,Female,0,initial
1241,EN_ds6umh_reap038_R,ds6umh,English,0.066,R,reap,479,1373,1621,-,IY1,50,yes,yes,Female,0,initial
1242,EN_ds6umh_reap069_R,ds6umh,English,0.04,R,reap,486,1396,1841,-,IY1,50,yes,yes,Female,0,initial
1243,EN_ds6umh_reap131_R,ds6umh,English,0.076,R,reap,453,1259,1770,-,IY1,50,yes,yes,Female,0,initial
1244,EN_ds6umh_reap162_R,ds6umh,English,0.048,R,reap,345,1881,2323,-,IY1,50,yes,yes,Female,0,initial
1245,EN_ds6umh_reef028_R,ds6umh,English,0.07,R,reef,512,1350,1693,-,IY1,50,yes,yes,Female,0,initial
1246,EN_ds6umh_reef059_R,ds6umh,English,0.07,R,reef,477,1214,1723,-,IY1,50,yes,yes,Female,0,initial
1247,EN_ds6umh_reef090_R,ds6umh,English,0.048,R,reef,435,1147,1516,-,IY1,50,yes,yes,Female,0,initial
1248,EN_ds6umh_reef121_R,ds6umh,English,0.072,R,reef,398,1265,2571,-,IY1,50,yes,yes,Female,0,initial
1249,EN_ds6umh_reef152_R,ds6umh,English,0.04,R,reef,440,1444,1751,-,IY1,50,yes,yes,Female,0,initial
1250,EN_ds6umh_reef183_R,ds6umh,English,0.048,R,reef,413,1255,1545,-,IY1,50,yes,yes,Female,0,initial
1251,EN_ds6umh_reeve017_R,ds6umh,English,0.052,R,reeve,493,1425,1773,-,IY1,50,yes,yes,Female,0,initial
1252,EN_ds6umh_reeve048_R,ds6umh,English,0.054,R,reeve,436,1125,1730,-,IY1,50,yes,yes,Female,0,initial
1253,EN_ds6umh_reeve079_R,ds6umh,English,0.044,R,reeve,479,1309,1738,-,IY1,50,yes,yes,Female,0,initial
1254,EN_ds6umh_reeve110_R,ds6umh,English,0.036,R,reeve,469,1202,1603,-,IY1,50,yes,yes,Female,0,initial
1255,EN_ds6umh_reeve141_R,ds6umh,English,0.08,R,reeve,408,1281,2055,-,IY1,50,yes,yes,Female,0,initial
1256,EN_ds6umh_reeve172_R,ds6umh,English,0.052,R,reeve,440,1239,1767,-,IY1,50,yes,yes,Female,0,initial
1257,EN_ds6umh_room005_R,ds6umh,English,0.062,R,room,471,1186,1730,-,UW1,50,yes,yes,Female,0,initial
1258,EN_ds6umh_room036_R,ds6umh,English,0.056,R,room,465,1153,1682,-,UW1,50,yes,yes,Female,0,initial
1259,EN_ds6umh_room067_R,ds6umh,English,0.036,R,room,445,1186,1646,-,UW1,50,yes,yes,Female,0,initial
1260,EN_ds6umh_room098_R,ds6umh,English,0.044,R,room,444,954,1369,-,UW1,50,yes,yes,Female,0,initial
1261,EN_ds6umh_room129_R,ds6umh,English,0.072,R,room,417,1068,1737,-,UW1,50,yes,yes,Female,0,initial
1262,EN_ds6umh_room160_R,ds6umh,English,0.05,R,room,414,994,1500,-,UW1,50,yes,yes,Female,0,initial
1263,EN_ds6umh_rube034_R,ds6umh,English,0.058,R,rube,446,1322,1712,-,UW1,50,yes,yes,Female,0,initial
1264,EN_ds6umh_rube065_R,ds6umh,English,0.044,R,rube,477,1276,1724,-,UW1,50,yes,yes,Female,0,initial
1265,EN_ds6umh_rube096_R,ds6umh,English,0.052,R,rube,448,1125,1650,-,UW1,50,yes,yes,Female,0,initial
1266,EN_ds6umh_rube127_R,ds6umh,English,0.058,R,rube,478,1294,1702,-,UW1,50,yes,yes,Female,0,initial
1267,EN_ds6umh_rube158_R,ds6umh,English,0.034,R,rube,405,1199,1676,-,UW1,50,yes,yes,Female,0,initial
1268,EN_ds6umh_rube189_R,ds6umh,English,0.03,R,rube,431,1487,1836,-,UW1,50,yes,yes,Female,0,initial
1269,EN_h5s4x3_lamb015_L,h5s4x3,English,0.1,L,lamb,399,1126,3459,-,AE1,50,yes,yes,Female,0,initial
1270,EN_h5s4x3_lamb077_L,h5s4x3,English,0.078,L,lamb,457,1215,3286,-,AE1,50,yes,yes,Female,0,initial
1271,EN_h5s4x3_lamb108_L,h5s4x3,English,0.114,L,lamb,453,1146,3052,-,AE1,50,yes,yes,Female,0,initial
1272,EN_h5s4x3_lamb139_L,h5s4x3,English,0.11,L,lamb,398,1080,3230,-,AE1,50,yes,yes,Female,0,initial
1273,EN_h5s4x3_lamp032_L,h5s4x3,English,0.092,L,lamp,461,1278,3407,-,AE1,50,yes,yes,Female,0,initial
1274,EN_h5s4x3_lamp063_L,h5s4x3,English,0.094,L,lamp,386,1207,3462,-,AE1,50,yes,yes,Female,0,initial
1275,EN_h5s4x3_lamp094_L,h5s4x3,English,0.14,L,lamp,426,1078,3562,-,AE1,50,yes,yes,Female,0,initial
1276,EN_h5s4x3_lamp125_L,h5s4x3,English,0.12,L,lamp,518,1302,2604,-,AE1,50,yes,yes,Female,0,initial
1277,EN_h5s4x3_lamp156_L,h5s4x3,English,0.13,L,lamp,387,1123,3270,-,AE1,50,yes,yes,Female,0,initial
1278,EN_h5s4x3_lap012_L,h5s4x3,English,0.09,L,lap,498,1541,3115,-,AE1,50,yes,yes,Female,0,initial
1279,EN_h5s4x3_lap043_L,h5s4x3,English,0.056,L,lap,550,1461,3101,-,AE1,50,yes,yes,Female,0,initial
1280,EN_h5s4x3_lap074_L,h5s4x3,English,0.042,L,lap,474,1543,3310,-,AE1,50,yes,yes,Female,0,initial
1281,EN_h5s4x3_lap105_L,h5s4x3,English,0.068,L,lap,529,1460,3068,-,AE1,50,yes,yes,Female,0,initial
1282,EN_h5s4x3_lap136_L,h5s4x3,English,0.102,L,lap,456,1519,3198,-,AE1,50,yes,yes,Female,0,initial
1283,EN_h5s4x3_leaf013_L,h5s4x3,English,0.092,L,leaf,462,1866,3082,-,IY1,50,yes,yes,Female,0,initial
1284,EN_h5s4x3_leaf044_L,h5s4x3,English,0.05,L,leaf,328,1587,3012,-,IY1,50,yes,yes,Female,0,initial
1285,EN_h5s4x3_leaf075_L,h5s4x3,English,0.078,L,leaf,422,1395,2921,-,IY1,50,yes,yes,Female,0,initial
1286,EN_h5s4x3_leaf106_L,h5s4x3,English,0.084,L,leaf,417,1590,3066,-,IY1,50,yes,yes,Female,0,initial
1287,EN_h5s4x3_leaf137_L,h5s4x3,English,0.068,L,leaf,429,1543,3025,-,IY1,50,yes,yes,Female,0,initial
1288,EN_h5s4x3_leap030_L,h5s4x3,English,0.11,L,leap,480,1514,3089,-,IY1,50,yes,yes,Female,0,initial
1289,EN_h5s4x3_leap061_L,h5s4x3,English,0.064,L,leap,409,1539,3081,-,IY1,50,yes,yes,Female,0,initial
1290,EN_h5s4x3_leap092_L,h5s4x3,English,0.08,L,leap,313,1262,3320,-,IY1,50,yes,yes,Female,0,initial
1291,EN_h5s4x3_leap123_L,h5s4x3,English,0.124,L,leap,421,1412,3034,-,IY1,50,yes,yes,Female,0,initial
1292,EN_h5s4x3_leap154_L,h5s4x3,English,0.148,L,leap,354,1264,2560,-,IY1,50,yes,yes,Female,0,initial
1293,EN_h5s4x3_leave014_L,h5s4x3,English,0.128,L,leave,446,1585,3093,-,IY1,50,yes,yes,Female,0,initial
1294,EN_h5s4x3_leave045_L,h5s4x3,English,0.088,L,leave,403,1391,3108,-,IY1,50,yes,yes,Female,0,initial
1295,EN_h5s4x3_leave076_L,h5s4x3,English,0.116,L,leave,368,1302,3031,-,IY1,50,yes,yes,Female,0,initial
1296,EN_h5s4x3_leave107_L,h5s4x3,English,0.146,L,leave,438,1472,2985,-,IY1,50,yes,yes,Female,0,initial
1297,EN_h5s4x3_leave138_L,h5s4x3,English,0.054,L,leave,375,1417,3027,-,IY1,50,yes,yes,Female,0,initial
1298,EN_h5s4x3_loom008_L,h5s4x3,English,0.106,L,loom,345,1647,2834,-,UW1,50,yes,yes,Female,0,initial
1299,EN_h5s4x3_loom039_L,h5s4x3,English,0.056,L,loom,370,1293,2773,-,UW1,50,yes,yes,Female,0,initial
1300,EN_h5s4x3_loom070_L,h5s4x3,English,0.158,L,loom,437,1547,2764,-,UW1,50,yes,yes,Female,0,initial
1301,EN_h5s4x3_loom101_L,h5s4x3,English,0.15,L,loom,415,1380,2994,-,UW1,50,yes,yes,Female,0,initial
1302,EN_h5s4x3_loom132_L,h5s4x3,English,0.074,L,loom,342,1165,3012,-,UW1,50,yes,yes,Female,0,initial
1303,EN_h5s4x3_lube024_L,h5s4x3,English,0.06,L,lube,509,1698,3070,-,UW1,50,yes,yes,Female,0,initial
1304,EN_h5s4x3_lube055_L,h5s4x3,English,0.084,L,lube,454,1296,2939,-,UW1,50,yes,yes,Female,0,initial
1305,EN_h5s4x3_lube086_L,h5s4x3,English,0.114,L,lube,437,1411,3154,-,UW1,50,yes,yes,Female,0,initial
1306,EN_h5s4x3_lube117_L,h5s4x3,English,0.106,L,lube,422,1605,3088,-,UW1,50,yes,yes,Female,0,initial
1307,EN_h5s4x3_lube148_L,h5s4x3,English,0.098,L,lube,463,1519,3220,-,UW1,50,yes,yes,Female,0,initial
1308,EN_h5s4x3_ram025_R,h5s4x3,English,0.062,R,ram,504,1148,2150,-,AE1,50,yes,yes,Female,0,initial
1309,EN_h5s4x3_ram118_R,h5s4x3,English,0.134,R,ram,400,1187,2061,-,AE1,50,yes,yes,Female,0,initial
1310,EN_h5s4x3_ram149_R,h5s4x3,English,0.034,R,ram,513,1474,2179,-,AE1,50,yes,yes,Female,0,initial
1311,EN_h5s4x3_ramp026_R,h5s4x3,English,0.038,R,ramp,587,1401,1973,-,AE1,50,yes,yes,Female,0,initial
1312,EN_h5s4x3_ramp088_R,h5s4x3,English,0.098,R,ramp,317,1221,2300,-,AE1,50,yes,yes,Female,0,initial
1313,EN_h5s4x3_ramp119_R,h5s4x3,English,0.03,R,ramp,718,1753,2525,-,AE1,50,yes,yes,Female,0,initial
1314,EN_h5s4x3_ramp150_R,h5s4x3,English,0.052,R,ramp,466,1117,2062,-,AE1,50,yes,yes,Female,0,initial
1315,EN_h5s4x3_rap031_R,h5s4x3,English,0.06,R,rap,475,1139,2040,-,AE1,50,yes,yes,Female,0,initial
1316,EN_h5s4x3_reap007_R,h5s4x3,English,0.11,R,reap,424,1706,3242,-,IY1,50,yes,yes,Female,0,initial
1317,EN_h5s4x3_reap038_R,h5s4x3,English,0.032,R,reap,540,1741,2126,-,IY1,50,yes,yes,Female,0,initial
1318,EN_h5s4x3_reap069_R,h5s4x3,English,0.172,R,reap,284,1285,2041,-,IY1,50,yes,yes,Female,0,initial
1319,EN_h5s4x3_reap100_R,h5s4x3,English,0.178,R,reap,267,1282,2035,-,IY1,50,yes,yes,Female,0,initial
1320,EN_h5s4x3_reap131_R,h5s4x3,English,0.146,R,reap,463,1321,2083,-,IY1,50,yes,yes,Female,0,initial
1321,EN_h5s4x3_reef027_R,h5s4x3,English,0.032,R,reef,432,1562,2077,-,IY1,50,yes,yes,Female,0,initial
1322,EN_h5s4x3_reef058_R,h5s4x3,English,0.04,R,reef,462,1584,2225,-,IY1,50,yes,yes,Female,0,initial
1323,EN_h5s4x3_reef089_R,h5s4x3,English,0.112,R,reef,406,1199,2062,-,IY1,50,yes,yes,Female,0,initial
1324,EN_h5s4x3_reef120_R,h5s4x3,English,0.048,R,reef,384,1506,2386,-,IY1,50,yes,yes,Female,0,initial
1325,EN_h5s4x3_reef151_R,h5s4x3,English,0.04,R,reef,408,1901,2401,-,IY1,50,yes,yes,Female,0,initial
1326,EN_h5s4x3_reeve017_R,h5s4x3,English,0.126,R,reeve,451,1448,2213,-,IY1,50,yes,yes,Female,0,initial
1327,EN_h5s4x3_reeve048_R,h5s4x3,English,0.07,R,reeve,399,1243,2082,-,IY1,50,yes,yes,Female,0,initial
1328,EN_h5s4x3_reeve079_R,h5s4x3,English,0.086,R,reeve,432,1321,2156,-,IY1,50,yes,yes,Female,0,initial
1329,EN_h5s4x3_reeve110_R,h5s4x3,English,0.096,R,reeve,429,1451,2183,-,IY1,50,yes,yes,Female,0,initial
1330,EN_h5s4x3_reeve141_R,h5s4x3,English,0.114,R,reeve,418,1407,2329,-,IY1,50,yes,yes,Female,0,initial
1331,EN_h5s4x3_room005_R,h5s4x3,English,0.044,R,room,430,1211,1936,-,UW1,50,yes,yes,Female,0,initial
1332,EN_h5s4x3_room036_R,h5s4x3,English,0.042,R,room,446,1528,2035,-,UW1,50,yes,yes,Female,0,initial
1333,EN_h5s4x3_room067_R,h5s4x3,English,0.078,R,room,405,1267,2057,-,UW1,50,yes,yes,Female,0,initial
1334,EN_h5s4x3_room098_R,h5s4x3,English,0.14,R,room,322,1324,2112,-,UW1,50,yes,yes,Female,0,initial
1335,EN_h5s4x3_room129_R,h5s4x3,English,0.106,R,room,338,1175,2072,-,UW1,50,yes,yes,Female,0,initial
1336,EN_h5s4x3_rube033_R,h5s4x3,English,0.118,R,rube,404,1078,1946,-,UW1,50,yes,yes,Female,0,initial
1337,EN_h5s4x3_rube064_R,h5s4x3,English,0.046,R,rube,467,1262,2029,-,UW1,50,yes,yes,Female,0,initial
1338,EN_h5s4x3_rube095_R,h5s4x3,English,0.152,R,rube,269,1187,2074,-,UW1,50,yes,yes,Female,0,initial
1339,EN_h5s4x3_rube126_R,h5s4x3,English,0.098,R,rube,465,1197,2085,-,UW1,50,yes,yes,Female,0,initial
1340,EN_h5s4x3_rube157_R,h5s4x3,English,0.112,R,rube,265,1060,2119,-,UW1,50,yes,yes,Female,0,initial
1341,EN_jcy8xi_lamb046_L,jcy8xi,English,0.074,L,lamb,403,1254,2701,-,AE1,50,yes,yes,Female,0,initial
1342,EN_jcy8xi_lamb077_L,jcy8xi,English,0.034,L,lamb,433,1340,3253,-,AE1,50,yes,yes,Female,0,initial
1343,EN_jcy8xi_lamb139_L,jcy8xi,English,0.064,L,lamb,390,1331,3131,-,AE1,50,yes,yes,Female,0,initial
1344,EN_jcy8xi_lamp033_L,jcy8xi,English,0.042,L,lamp,406,1242,2786,-,AE1,50,yes,yes,Female,0,initial
1345,EN_jcy8xi_lamp095_L,jcy8xi,English,0.086,L,lamp,536,1281,2556,-,AE1,50,yes,yes,Female,0,initial
1346,EN_jcy8xi_lamp126_L,jcy8xi,English,0.054,L,lamp,494,1415,2790,-,AE1,50,yes,yes,Female,0,initial
1347,EN_jcy8xi_lamp157_L,jcy8xi,English,0.054,L,lamp,460,1357,2711,-,AE1,50,yes,yes,Female,0,initial
1348,EN_jcy8xi_lap043_L,jcy8xi,English,0.042,L,lap,425,1416,2169,-,AE1,50,yes,yes,Female,0,initial
1349,EN_jcy8xi_lap074_L,jcy8xi,English,0.064,L,lap,398,1353,2808,-,AE1,50,yes,yes,Female,0,initial
1350,EN_jcy8xi_lap105_L,jcy8xi,English,0.058,L,lap,405,1431,2706,-,AE1,50,yes,yes,Female,0,initial
1351,EN_jcy8xi_lap136_L,jcy8xi,English,0.042,L,lap,635,1404,2550,-,AE1,50,yes,yes,Female,0,initial
1352,EN_jcy8xi_leaf013_L,jcy8xi,English,0.044,L,leaf,301,1631,2629,-,IY1,50,yes,yes,Female,0,initial
1353,EN_jcy8xi_leaf106_L,jcy8xi,English,0.038,L,leaf,346,1423,2729,-,IY1,50,yes,yes,Female,0,initial
1354,EN_jcy8xi_leave076_L,jcy8xi,English,0.032,L,leave,351,1599,3207,-,IY1,50,yes,yes,Female,0,initial
1355,EN_jcy8xi_loom008_L,jcy8xi,English,0.062,L,loom,341,1457,2488,-,UW1,50,yes,yes,Female,0,initial
1356,EN_jcy8xi_loom039_L,jcy8xi,English,0.064,L,loom,365,1276,3053,-,UW1,50,yes,yes,Female,0,initial
1357,EN_jcy8xi_loom070_L,jcy8xi,English,0.068,L,loom,332,1587,3082,-,UW1,50,yes,yes,Female,0,initial
1358,EN_jcy8xi_lube056_L,jcy8xi,English,0.04,L,lube,350,1498,2970,-,UW1,50,yes,yes,Female,0,initial
1359,EN_jcy8xi_lube087_L,jcy8xi,English,0.032,L,lube,407,1919,2851,-,UW1,50,yes,yes,Female,0,initial
1360,EN_jcy8xi_lube149_L,jcy8xi,English,0.072,L,lube,273,1610,3399,-,UW1,50,yes,yes,Female,0,initial
1361,EN_jcy8xi_ram026_R,jcy8xi,English,0.042,R,ram,391,1009,1535,-,AE1,50,yes,yes,Female,0,initial
1362,EN_jcy8xi_ram057_R,jcy8xi,English,0.032,R,ram,548,1370,1830,-,AE1,50,yes,yes,Female,0,initial
1363,EN_jcy8xi_ram088_R,jcy8xi,English,0.044,R,ram,485,1098,1759,-,AE1,50,yes,yes,Female,0,initial
1364,EN_jcy8xi_ram119_R,jcy8xi,English,0.046,R,ram,500,1158,1878,-,AE1,50,yes,yes,Female,0,initial
1365,EN_jcy8xi_ram150_R,jcy8xi,English,0.04,R,ram,700,1419,1824,-,AE1,50,yes,yes,Female,0,initial
1366,EN_jcy8xi_ramp027_R,jcy8xi,English,0.042,R,ramp,359,964,1508,-,AE1,50,yes,yes,Female,0,initial
1367,EN_jcy8xi_ramp089_R,jcy8xi,English,0.048,R,ramp,413,1065,1769,-,AE1,50,yes,yes,Female,0,initial
1368,EN_jcy8xi_ramp120_R,jcy8xi,English,0.03,R,ramp,413,1064,1596,-,AE1,50,yes,yes,Female,0,initial
1369,EN_jcy8xi_ramp151_R,jcy8xi,English,0.034,R,ramp,413,1074,1845,-,AE1,50,yes,yes,Female,0,initial
1370,EN_jcy8xi_rap063_R,jcy8xi,English,0.03,R,rap,673,1536,1813,-,AE1,50,yes,yes,Female,0,initial
1371,EN_jcy8xi_rap094_R,jcy8xi,English,0.03,R,rap,567,1203,1778,-,AE1,50,yes,yes,Female,0,initial
1372,EN_jcy8xi_rap156_R,jcy8xi,English,0.03,R,rap,392,1103,1912,-,AE1,50,yes,yes,Female,0,initial
1373,EN_jcy8xi_reap007_R,jcy8xi,English,0.038,R,reap,406,1554,2211,-,IY1,50,yes,yes,Female,0,initial
1374,EN_jcy8xi_reap038_R,jcy8xi,English,0.036,R,reap,394,1580,1974,-,IY1,50,yes,yes,Female,0,initial
1375,EN_jcy8xi_reap069_R,jcy8xi,English,0.042,R,reap,358,1144,1651,-,IY1,50,yes,yes,Female,0,initial
1376,EN_jcy8xi_reef121_R,jcy8xi,English,0.042,R,reef,389,1285,1863,-,IY1,50,yes,yes,Female,0,initial
1377,EN_jcy8xi_reeve017_R,jcy8xi,English,0.03,R,reeve,400,1406,1906,-,IY1,50,yes,yes,Female,0,initial
1378,EN_jcy8xi_reeve079_R,jcy8xi,English,0.048,R,reeve,393,1406,2050,-,IY1,50,yes,yes,Female,0,initial
1379,EN_jcy8xi_reeve110_R,jcy8xi,English,0.03,R,reeve,404,1634,1952,-,IY1,50,yes,yes,Female,0,initial
1380,EN_jcy8xi_reeve141_R,jcy8xi,English,0.044,R,reeve,335,1042,2313,-,IY1,50,yes,yes,Female,0,initial
1381,EN_jcy8xi_room005_R,jcy8xi,English,0.038,R,room,390,1188,1743,-,UW1,50,yes,yes,Female,0,initial
1382,EN_jcy8xi_room036_R,jcy8xi,English,0.032,R,room,497,1447,1941,-,UW1,50,yes,yes,Female,0,initial
1383,EN_jcy8xi_room067_R,jcy8xi,English,0.042,R,room,328,942,1661,-,UW1,50,yes,yes,Female,0,initial
1384,EN_jcy8xi_room098_R,jcy8xi,English,0.046,R,room,309,960,2005,-,UW1,50,yes,yes,Female,0,initial
1385,EN_jcy8xi_room129_R,jcy8xi,English,0.034,R,room,397,1207,1812,-,UW1,50,yes,yes,Female,0,initial
1386,EN_jcy8xi_rube034_R,jcy8xi,English,0.032,R,rube,410,1470,1855,-,UW1,50,yes,yes,Female,0,initial
1387,EN_jcy8xi_rube065_R,jcy8xi,English,0.03,R,rube,384,1566,1688,-,UW1,50,yes,yes,Female,0,initial
1388,EN_jcy8xi_rube096_R,jcy8xi,English,0.042,R,rube,382,1399,1666,-,UW1,50,yes,yes,Female,0,initial
1389,EN_jcy8xi_rube127_R,jcy8xi,English,0.042,R,rube,422,1342,1932,-,UW1,50,yes,yes,Female,0,initial
1390,EN_jcy8xi_rube158_R,jcy8xi,English,0.03,R,rube,394,1301,1965,-,UW1,50,yes,yes,Female,0,initial
1391,EN_m46dhf_lamb016_L,m46dhf,English,0.1,L,lamb,347,924,1903,-,AE1,50,yes,yes,Female,0,initial
1392,EN_m46dhf_lamb046_L,m46dhf,English,0.112,L,lamb,447,921,3484,-,AE1,50,yes,yes,Female,0,initial
1393,EN_m46dhf_lamb076_L,m46dhf,English,0.112,L,lamb,507,1059,3238,-,AE1,50,yes,yes,Female,0,initial
1394,EN_m46dhf_lamb106_L,m46dhf,English,0.102,L,lamb,435,1064,3653,-,AE1,50,yes,yes,Female,0,initial
1395,EN_m46dhf_lamb136_L,m46dhf,English,0.132,L,lamb,455,918,3477,-,AE1,50,yes,yes,Female,0,initial
1396,EN_m46dhf_lamp034_L,m46dhf,English,0.066,L,lamp,400,1054,3357,-,AE1,50,yes,yes,Female,0,initial
1397,EN_m46dhf_lamp064_L,m46dhf,English,0.114,L,lamp,540,1131,3390,-,AE1,50,yes,yes,Female,0,initial
1398,EN_m46dhf_lamp094_L,m46dhf,English,0.164,L,lamp,508,974,3511,-,AE1,50,yes,yes,Female,0,initial
1399,EN_m46dhf_lamp124_L,m46dhf,English,0.134,L,lamp,484,956,3600,-,AE1,50,yes,yes,Female,0,initial
1400,EN_m46dhf_lamp154_L,m46dhf,English,0.122,L,lamp,539,1041,3509,-,AE1,50,yes,yes,Female,0,initial
1401,EN_m46dhf_lap013_L,m46dhf,English,0.12,L,lap,491,896,3768,-,AE1,50,yes,yes,Female,0,initial
1402,EN_m46dhf_lap043_L,m46dhf,English,0.13,L,lap,426,1056,3324,-,AE1,50,yes,yes,Female,0,initial
1403,EN_m46dhf_lap073_L,m46dhf,English,0.09,L,lap,462,909,3487,-,AE1,50,yes,yes,Female,0,initial
1404,EN_m46dhf_lap103_L,m46dhf,English,0.114,L,lap,450,1103,3513,-,AE1,50,yes,yes,Female,0,initial
1405,EN_m46dhf_lap133_L,m46dhf,English,0.1,L,lap,484,1050,3354,-,AE1,50,yes,yes,Female,0,initial
1406,EN_m46dhf_leaf014_L,m46dhf,English,0.12,L,leaf,341,927,3342,-,IY1,50,yes,yes,Female,0,initial
1407,EN_m46dhf_leaf044_L,m46dhf,English,0.09,L,leaf,394,936,3315,-,IY1,50,yes,yes,Female,0,initial
1408,EN_m46dhf_leaf074_L,m46dhf,English,0.122,L,leaf,402,951,3245,-,IY1,50,yes,yes,Female,0,initial
1409,EN_m46dhf_leaf104_L,m46dhf,English,0.118,L,leaf,461,909,3338,-,IY1,50,yes,yes,Female,0,initial
1410,EN_m46dhf_leaf134_L,m46dhf,English,0.132,L,leaf,460,844,3485,-,IY1,50,yes,yes,Female,0,initial
1411,EN_m46dhf_leap032_L,m46dhf,English,0.094,L,leap,464,976,3459,-,IY1,50,yes,yes,Female,0,initial
1412,EN_m46dhf_leap062_L,m46dhf,English,0.048,L,leap,392,1021,3276,-,IY1,50,yes,yes,Female,0,initial
1413,EN_m46dhf_leap092_L,m46dhf,English,0.174,L,leap,451,823,3482,-,IY1,50,yes,yes,Female,0,initial
1414,EN_m46dhf_leap122_L,m46dhf,English,0.116,L,leap,432,1031,3089,-,IY1,50,yes,yes,Female,0,initial
1415,EN_m46dhf_leap152_L,m46dhf,English,0.17,L,leap,480,970,2959,-,IY1,50,yes,yes,Female,0,initial
1416,EN_m46dhf_leave015_L,m46dhf,English,0.138,L,leave,373,828,3552,-,IY1,50,yes,yes,Female,0,initial
1417,EN_m46dhf_leave045_L,m46dhf,English,0.11,L,leave,369,1131,3617,-,IY1,50,yes,yes,Female,0,initial
1418,EN_m46dhf_leave075_L,m46dhf,English,0.126,L,leave,385,1270,3076,-,IY1,50,yes,yes,Female,0,initial
1419,EN_m46dhf_leave105_L,m46dhf,English,0.096,L,leave,429,863,3514,-,IY1,50,yes,yes,Female,0,initial
1420,EN_m46dhf_leave135_L,m46dhf,English,0.092,L,leave,429,750,3257,-,IY1,50,yes,yes,Female,0,initial
1421,EN_m46dhf_loom009_L,m46dhf,English,0.134,L,loom,395,757,3444,-,UW1,50,yes,yes,Female,0,initial
1422,EN_m46dhf_loom039_L,m46dhf,English,0.142,L,loom,371,1008,3564,-,UW1,50,yes,yes,Female,0,initial
1423,EN_m46dhf_loom069_L,m46dhf,English,0.128,L,loom,380,1087,3601,-,UW1,50,yes,yes,Female,0,initial
1424,EN_m46dhf_loom099_L,m46dhf,English,0.142,L,loom,383,929,3091,-,UW1,50,yes,yes,Female,0,initial
1425,EN_m46dhf_loom129_L,m46dhf,English,0.114,L,loom,353,879,3511,-,UW1,50,yes,yes,Female,0,initial
1426,EN_m46dhf_lube026_L,m46dhf,English,0.104,L,lube,361,926,3503,-,UW1,50,yes,yes,Female,0,initial
1427,EN_m46dhf_lube056_L,m46dhf,English,0.144,L,lube,332,913,3139,-,UW1,50,yes,yes,Female,0,initial
1428,EN_m46dhf_lube086_L,m46dhf,English,0.11,L,lube,459,916,3462,-,UW1,50,yes,yes,Female,0,initial
1429,EN_m46dhf_lube116_L,m46dhf,English,0.124,L,lube,460,825,3569,-,UW1,50,yes,yes,Female,0,initial
1430,EN_m46dhf_lube146_L,m46dhf,English,0.144,L,lube,364,1137,3287,-,UW1,50,yes,yes,Female,0,initial
1431,EN_m46dhf_ram027_R,m46dhf,English,0.124,R,ram,379,928,1822,-,AE1,50,yes,yes,Female,0,initial
1432,EN_m46dhf_ram057_R,m46dhf,English,0.092,R,ram,439,956,1899,-,AE1,50,yes,yes,Female,0,initial
