...1,file,speaker,language,duration,segment,word,f1,f2,f3,previous_sound,next_sound,percent,IsApproximant,IsAcoustic,gender,omit,position
764,JP_i3wa7f_ramp180_R,i3wa7f,Japanese,0.082,R,ramp,317,986,1675,-,AE1,50,yes,yes,Male,0,initial
765,JP_i3wa7f_rap053_R,i3wa7f,Japanese,0.036,R,rap,359,1212,1655,-,AE1,50,yes,yes,Male,0,initial
766,JP_i3wa7f_rap104_R,i3wa7f,Japanese,0.068,R,rap,355,1109,1720,-,AE1,50,yes,yes,Male,0,initial
767,JP_i3wa7f_rap154_R,i3wa7f,Japanese,0.084,R,rap,340,966,1682,-,AE1,50,yes,yes,Male,0,initial
768,JP_i3wa7f_rap185_R,i3wa7f,Japanese,0.056,R,rap,339,1020,1652,-,AE1,50,yes,yes,Male,0,initial
769,JP_i3wa7f_reap028_R,i3wa7f,Japanese,0.046,R,reap,310,976,1661,-,IY1,50,yes,yes,Male,0,initial
770,JP_i3wa7f_reap079_R,i3wa7f,Japanese,0.07,R,reap,305,977,1640,-,IY1,50,yes,yes,Male,0,initial
771,JP_i3wa7f_reap129_R,i3wa7f,Japanese,0.058,R,reap,361,1145,1729,-,IY1,50,yes,yes,Male,0,initial
772,JP_i3wa7f_reap160_R,i3wa7f,Japanese,0.056,R,reap,304,942,1710,-,IY1,50,yes,yes,Male,0,initial
773,JP_i3wa7f_reef049_R,i3wa7f,Japanese,0.07,R,reef,315,900,1627,-,IY1,50,yes,yes,Male,0,initial
774,JP_i3wa7f_reef100_R,i3wa7f,Japanese,0.068,R,reef,318,916,1618,-,IY1,50,yes,yes,Male,0,initial
775,JP_i3wa7f_reef150_R,i3wa7f,Japanese,0.054,R,reef,316,926,1695,-,IY1,50,yes,yes,Male,0,initial
776,JP_i3wa7f_reef181_R,i3wa7f,Japanese,0.088,R,reef,358,1067,1781,-,IY1,50,yes,yes,Male,0,initial
777,JP_i3wa7f_reeve038_R,i3wa7f,Japanese,0.082,R,reeve,332,947,1596,-,IY1,50,yes,yes,Male,0,initial
778,JP_i3wa7f_reeve089_R,i3wa7f,Japanese,0.064,R,reeve,329,925,1759,-,IY1,50,yes,yes,Male,0,initial
779,JP_i3wa7f_reeve139_R,i3wa7f,Japanese,0.04,R,reeve,339,974,1672,-,IY1,50,yes,yes,Male,0,initial
780,JP_i3wa7f_reeve170_R,i3wa7f,Japanese,0.056,R,reeve,327,1022,1699,-,IY1,50,yes,yes,Male,0,initial
781,JP_i3wa7f_room026_R,i3wa7f,Japanese,0.058,R,room,363,1080,1608,-,UW1,50,yes,yes,Male,0,initial
782,JP_i3wa7f_room077_R,i3wa7f,Japanese,0.048,R,room,357,999,1592,-,UW1,50,yes,yes,Male,0,initial
783,JP_i3wa7f_room127_R,i3wa7f,Japanese,0.08,R,room,346,993,1599,-,UW1,50,yes,yes,Male,0,initial
784,JP_i3wa7f_room158_R,i3wa7f,Japanese,0.068,R,room,351,1035,1623,-,UW1,50,yes,yes,Male,0,initial
785,JP_i3wa7f_rube055_R,i3wa7f,Japanese,0.082,R,rube,301,1166,1645,-,UW1,50,yes,yes,Male,0,initial
786,JP_i3wa7f_rube106_R,i3wa7f,Japanese,0.092,R,rube,284,887,1569,-,UW1,50,yes,yes,Male,0,initial
787,JP_i3wa7f_rube156_R,i3wa7f,Japanese,0.072,R,rube,293,1058,1651,-,UW1,50,yes,yes,Male,0,initial
788,JP_i3wa7f_rube187_R,i3wa7f,Japanese,0.098,R,rube,310,995,1630,-,UW1,50,yes,yes,Male,0,initial
789,JP_s6a8gh_lamb034_L,s6a8gh,Japanese,0.09,L,lamb,433,1537,3041,-,AE1,50,yes,yes,Male,0,initial
790,JP_s6a8gh_lamb083_L,s6a8gh,Japanese,0.09,L,lamb,558,1309,3881,-,AE1,50,yes,yes,Male,0,initial
791,JP_s6a8gh_lamb131_L,s6a8gh,Japanese,0.076,L,lamb,620,1481,3444,-,AE1,50,yes,yes,Male,0,initial
792,JP_s6a8gh_lamp052_L,s6a8gh,Japanese,0.09,L,lamp,625,1439,3221,-,AE1,50,yes,yes,Male,0,initial
793,JP_s6a8gh_lamp101_L,s6a8gh,Japanese,0.084,L,lamp,680,1429,3180,-,AE1,50,yes,yes,Male,0,initial
794,JP_s6a8gh_lamp149_L,s6a8gh,Japanese,0.078,L,lamp,604,1418,3275,-,AE1,50,yes,yes,Male,0,initial
795,JP_s6a8gh_lap031_L,s6a8gh,Japanese,0.062,L,lap,654,1309,3129,-,AE1,50,yes,yes,Male,0,initial
796,JP_s6a8gh_lap080_L,s6a8gh,Japanese,0.086,L,lap,588,1229,3502,-,AE1,50,yes,yes,Male,0,initial
797,JP_s6a8gh_lap128_L,s6a8gh,Japanese,0.104,L,lap,681,1368,3032,-,AE1,50,yes,yes,Male,0,initial
798,JP_s6a8gh_leaf032_L,s6a8gh,Japanese,0.09,L,leaf,397,1529,3231,-,IY1,50,yes,yes,Male,0,initial
799,JP_s6a8gh_leaf081_L,s6a8gh,Japanese,0.072,L,leaf,430,1567,3201,-,IY1,50,yes,yes,Male,0,initial
800,JP_s6a8gh_leaf129_L,s6a8gh,Japanese,0.108,L,leaf,418,1474,3218,-,IY1,50,yes,yes,Male,0,initial
801,JP_s6a8gh_leap050_L,s6a8gh,Japanese,0.062,L,leap,363,1623,3018,-,IY1,50,yes,yes,Male,0,initial
802,JP_s6a8gh_leap099_L,s6a8gh,Japanese,0.082,L,leap,389,1607,3048,-,IY1,50,yes,yes,Male,0,initial
803,JP_s6a8gh_leap147_L,s6a8gh,Japanese,0.066,L,leap,393,1766,3074,-,IY1,50,yes,yes,Male,0,initial
804,JP_s6a8gh_leave033_L,s6a8gh,Japanese,0.054,L,leave,467,1688,2987,-,IY1,50,yes,yes,Male,0,initial
805,JP_s6a8gh_leave082_L,s6a8gh,Japanese,0.094,L,leave,400,1542,3146,-,IY1,50,yes,yes,Male,0,initial
806,JP_s6a8gh_leave130_L,s6a8gh,Japanese,0.056,L,leave,322,1708,2935,-,IY1,50,yes,yes,Male,0,initial
807,JP_s6a8gh_loom027_L,s6a8gh,Japanese,0.094,L,loom,325,1191,3153,-,UW1,50,yes,yes,Male,0,initial
808,JP_s6a8gh_loom076_L,s6a8gh,Japanese,0.046,L,loom,370,1315,3081,-,UW1,50,yes,yes,Male,0,initial
809,JP_s6a8gh_loom124_L,s6a8gh,Japanese,0.072,L,loom,329,1324,3168,-,UW1,50,yes,yes,Male,0,initial
810,JP_s6a8gh_lube044_L,s6a8gh,Japanese,0.086,L,lube,339,1356,3214,-,UW1,50,yes,yes,Male,0,initial
811,JP_s6a8gh_lube093_L,s6a8gh,Japanese,0.094,L,lube,354,1353,3200,-,UW1,50,yes,yes,Male,0,initial
812,JP_s6a8gh_lube141_L,s6a8gh,Japanese,0.088,L,lube,345,1413,3284,-,UW1,50,yes,yes,Male,0,initial
813,JP_s6a8gh_lube158_L,s6a8gh,Japanese,0.1,L,lube,319,1363,3359,-,UW1,50,yes,yes,Male,0,initial
814,JP_s6a8gh_ram045_R,s6a8gh,Japanese,0.056,R,ram,382,1105,2101,-,AE1,50,yes,yes,Male,0,initial
815,JP_s6a8gh_ram094_R,s6a8gh,Japanese,0.044,R,ram,402,1059,2057,-,AE1,50,yes,yes,Male,0,initial
816,JP_s6a8gh_ram142_R,s6a8gh,Japanese,0.056,R,ram,454,1026,2217,-,AE1,50,yes,yes,Male,0,initial
817,JP_s6a8gh_ram159_R,s6a8gh,Japanese,0.052,R,ram,384,1044,2172,-,AE1,50,yes,yes,Male,0,initial
818,JP_s6a8gh_ramp046_R,s6a8gh,Japanese,0.06,R,ramp,326,997,1952,-,AE1,50,yes,yes,Male,0,initial
819,JP_s6a8gh_ramp095_R,s6a8gh,Japanese,0.066,R,ramp,353,969,1838,-,AE1,50,yes,yes,Male,0,initial
820,JP_s6a8gh_ramp143_R,s6a8gh,Japanese,0.032,R,ramp,544,1113,2211,-,AE1,50,yes,yes,Male,0,initial
821,JP_s6a8gh_ramp160_R,s6a8gh,Japanese,0.046,R,ramp,518,1063,2138,-,AE1,50,yes,yes,Male,0,initial
822,JP_s6a8gh_rap051_R,s6a8gh,Japanese,0.064,R,rap,384,1039,1904,-,AE1,50,yes,yes,Male,0,initial
823,JP_s6a8gh_rap100_R,s6a8gh,Japanese,0.076,R,rap,383,1016,1996,-,AE1,50,yes,yes,Male,0,initial
824,JP_s6a8gh_rap148_R,s6a8gh,Japanese,0.07,R,rap,393,1018,1986,-,AE1,50,yes,yes,Male,0,initial
825,JP_s6a8gh_reap026_R,s6a8gh,Japanese,0.058,R,reap,325,1108,2297,-,IY1,50,yes,yes,Male,0,initial
826,JP_s6a8gh_reap075_R,s6a8gh,Japanese,0.038,R,reap,420,1077,2202,-,IY1,50,yes,yes,Male,0,initial
827,JP_s6a8gh_reap123_R,s6a8gh,Japanese,0.076,R,reap,337,1045,2112,-,IY1,50,yes,yes,Male,0,initial
828,JP_s6a8gh_reef047_R,s6a8gh,Japanese,0.074,R,reef,302,1010,1944,-,IY1,50,yes,yes,Male,0,initial
829,JP_s6a8gh_reef096_R,s6a8gh,Japanese,0.066,R,reef,345,1002,2070,-,IY1,50,yes,yes,Male,0,initial
830,JP_s6a8gh_reef144_R,s6a8gh,Japanese,0.06,R,reef,381,1025,2153,-,IY1,50,yes,yes,Male,0,initial
831,JP_s6a8gh_reef161_R,s6a8gh,Japanese,0.07,R,reef,416,1015,2183,-,IY1,50,yes,yes,Male,0,initial
832,JP_s6a8gh_reeve036_R,s6a8gh,Japanese,0.062,R,reeve,365,857,2039,-,IY1,50,yes,yes,Male,0,initial
833,JP_s6a8gh_reeve085_R,s6a8gh,Japanese,0.046,R,reeve,386,1071,2256,-,IY1,50,yes,yes,Male,0,initial
834,JP_s6a8gh_reeve133_R,s6a8gh,Japanese,0.058,R,reeve,377,1031,2107,-,IY1,50,yes,yes,Male,0,initial
835,JP_s6a8gh_room024_R,s6a8gh,Japanese,0.052,R,room,378,908,1951,-,UW1,50,yes,yes,Male,0,initial
836,JP_s6a8gh_room073_R,s6a8gh,Japanese,0.054,R,room,324,997,2066,-,UW1,50,yes,yes,Male,0,initial
837,JP_s6a8gh_room121_R,s6a8gh,Japanese,0.062,R,room,374,1071,2070,-,UW1,50,yes,yes,Male,0,initial
838,JP_s6a8gh_rube053_R,s6a8gh,Japanese,0.09,R,rube,348,938,1906,-,UW1,50,yes,yes,Male,0,initial
839,JP_s6a8gh_rube102_R,s6a8gh,Japanese,0.082,R,rube,404,1021,1875,-,UW1,50,yes,yes,Male,0,initial
840,JP_s6a8gh_rube150_R,s6a8gh,Japanese,0.108,R,rube,387,810,1813,-,UW1,50,yes,yes,Male,0,initial
841,JP_z3n578_lamb035_L,z3n578,Japanese,0.126,L,lamb,387,920,2895,-,AE1,50,yes,yes,Male,0,initial
842,JP_z3n578_lamb070_L,z3n578,Japanese,0.072,L,lamb,377,914,2910,-,AE1,50,yes,yes,Male,0,initial
843,JP_z3n578_lamb102_L,z3n578,Japanese,0.036,L,lamb,482,991,3104,-,AE1,50,yes,yes,Male,0,initial
844,JP_z3n578_lamb132_L,z3n578,Japanese,0.094,L,lamb,430,970,2888,-,AE1,50,yes,yes,Male,0,initial
845,JP_z3n578_lamp053_L,z3n578,Japanese,0.078,L,lamp,389,789,2896,-,AE1,50,yes,yes,Male,0,initial
846,JP_z3n578_lamp088_L,z3n578,Japanese,0.074,L,lamp,416,968,2621,-,AE1,50,yes,yes,Male,0,initial
847,JP_z3n578_lamp120_L,z3n578,Japanese,0.048,L,lamp,512,856,2968,-,AE1,50,yes,yes,Male,0,initial
848,JP_z3n578_lamp150_L,z3n578,Japanese,0.064,L,lamp,485,848,2934,-,AE1,50,yes,yes,Male,0,initial
849,JP_z3n578_lap032_L,z3n578,Japanese,0.096,L,lap,416,1017,2758,-,AE1,50,yes,yes,Male,0,initial
850,JP_z3n578_lap067_L,z3n578,Japanese,0.044,L,lap,386,904,2928,-,AE1,50,yes,yes,Male,0,initial
851,JP_z3n578_lap099_L,z3n578,Japanese,0.102,L,lap,480,1036,2855,-,AE1,50,yes,yes,Male,0,initial
852,JP_z3n578_lap129_L,z3n578,Japanese,0.102,L,lap,436,902,2974,-,AE1,50,yes,yes,Male,0,initial
853,JP_z3n578_leaf033_L,z3n578,Japanese,0.038,L,leaf,360,1381,2223,-,IY1,50,yes,yes,Male,0,initial
854,JP_z3n578_leaf068_L,z3n578,Japanese,0.1,L,leaf,360,1440,2257,-,IY1,50,yes,yes,Male,0,initial
855,JP_z3n578_leaf100_L,z3n578,Japanese,0.078,L,leaf,361,1394,2326,-,IY1,50,yes,yes,Male,0,initial
856,JP_z3n578_leaf130_L,z3n578,Japanese,0.034,L,leaf,369,1414,2356,-,IY1,50,yes,yes,Male,0,initial
857,JP_z3n578_leap051_L,z3n578,Japanese,0.08,L,leap,324,1302,2323,-,IY1,50,yes,yes,Male,0,initial
858,JP_z3n578_leap086_L,z3n578,Japanese,0.07,L,leap,320,1386,2337,-,IY1,50,yes,yes,Male,0,initial
859,JP_z3n578_leap118_L,z3n578,Japanese,0.062,L,leap,340,1342,2297,-,IY1,50,yes,yes,Male,0,initial
860,JP_z3n578_leap148_L,z3n578,Japanese,0.072,L,leap,253,1225,2326,-,IY1,50,yes,yes,Male,0,initial
861,JP_z3n578_leave034_L,z3n578,Japanese,0.066,L,leave,360,1329,2336,-,IY1,50,yes,yes,Male,0,initial
862,JP_z3n578_leave101_L,z3n578,Japanese,0.076,L,leave,328,1329,2392,-,IY1,50,yes,yes,Male,0,initial
863,JP_z3n578_leave131_L,z3n578,Japanese,0.058,L,leave,325,1148,2464,-,IY1,50,yes,yes,Male,0,initial
864,JP_z3n578_loom063_L,z3n578,Japanese,0.056,L,loom,268,1431,2423,-,UW1,50,yes,yes,Male,0,initial
865,JP_z3n578_loom095_L,z3n578,Japanese,0.046,L,loom,291,1313,2450,-,UW1,50,yes,yes,Male,0,initial
866,JP_z3n578_loom125_L,z3n578,Japanese,0.058,L,loom,236,1206,2461,-,UW1,50,yes,yes,Male,0,initial
867,JP_z3n578_lube045_L,z3n578,Japanese,0.096,L,lube,291,1472,2348,-,UW1,50,yes,yes,Male,0,initial
868,JP_z3n578_lube080_L,z3n578,Japanese,0.086,L,lube,296,1435,2443,-,UW1,50,yes,yes,Male,0,initial
869,JP_z3n578_lube112_L,z3n578,Japanese,0.088,L,lube,283,1342,2424,-,UW1,50,yes,yes,Male,0,initial
870,JP_z3n578_lube142_L,z3n578,Japanese,0.076,L,lube,328,1328,2435,-,UW1,50,yes,yes,Male,0,initial
871,JP_z3n578_ram046_R,z3n578,Japanese,0.096,R,ram,364,1124,1763,-,AE1,50,yes,yes,Male,0,initial
872,JP_z3n578_ram081_R,z3n578,Japanese,0.088,R,ram,392,1114,1659,-,AE1,50,yes,yes,Male,0,initial
873,JP_z3n578_ram113_R,z3n578,Japanese,0.094,R,ram,339,1018,1676,-,AE1,50,yes,yes,Male,0,initial
874,JP_z3n578_ram143_R,z3n578,Japanese,0.092,R,ram,337,1113,1676,-,AE1,50,yes,yes,Male,0,initial
875,JP_z3n578_ramp047_R,z3n578,Japanese,0.102,R,ramp,313,938,1650,-,AE1,50,yes,yes,Male,0,initial
876,JP_z3n578_ramp082_R,z3n578,Japanese,0.092,R,ramp,307,956,1541,-,AE1,50,yes,yes,Male,0,initial
877,JP_z3n578_ramp114_R,z3n578,Japanese,0.07,R,ramp,346,1109,1645,-,AE1,50,yes,yes,Male,0,initial
878,JP_z3n578_ramp144_R,z3n578,Japanese,0.07,R,ramp,275,1079,1600,-,AE1,50,yes,yes,Male,0,initial
879,JP_z3n578_rap052_R,z3n578,Japanese,0.13,R,rap,313,971,1522,-,AE1,50,yes,yes,Male,0,initial
880,JP_z3n578_rap119_R,z3n578,Japanese,0.092,R,rap,299,952,1456,-,AE1,50,yes,yes,Male,0,initial
881,JP_z3n578_rap149_R,z3n578,Japanese,0.086,R,rap,269,935,1570,-,AE1,50,yes,yes,Male,0,initial
882,JP_z3n578_reap062_R,z3n578,Japanese,0.086,R,reap,309,977,1661,-,IY1,50,yes,yes,Male,0,initial
883,JP_z3n578_reap094_R,z3n578,Japanese,0.066,R,reap,334,1134,1712,-,IY1,50,yes,yes,Male,0,initial
884,JP_z3n578_reap124_R,z3n578,Japanese,0.114,R,reap,318,1127,1746,-,IY1,50,yes,yes,Male,0,initial
885,JP_z3n578_reef083_R,z3n578,Japanese,0.078,R,reef,241,1063,1593,-,IY1,50,yes,yes,Male,0,initial
886,JP_z3n578_reef115_R,z3n578,Japanese,0.1,R,reef,290,1060,1397,-,IY1,50,yes,yes,Male,0,initial
887,JP_z3n578_reef145_R,z3n578,Japanese,0.12,R,reef,254,1077,1571,-,IY1,50,yes,yes,Male,0,initial
888,JP_z3n578_reeve037_R,z3n578,Japanese,0.114,R,reeve,309,1194,1735,-,IY1,50,yes,yes,Male,0,initial
889,JP_z3n578_reeve072_R,z3n578,Japanese,0.07,R,reeve,315,1278,1672,-,IY1,50,yes,yes,Male,0,initial
890,JP_z3n578_reeve104_R,z3n578,Japanese,0.058,R,reeve,335,1152,1509,-,IY1,50,yes,yes,Male,0,initial
891,JP_z3n578_reeve134_R,z3n578,Japanese,0.082,R,reeve,298,1076,1657,-,IY1,50,yes,yes,Male,0,initial
892,JP_z3n578_room025_R,z3n578,Japanese,0.098,R,room,306,962,1694,-,UW1,50,yes,yes,Male,0,initial
893,JP_z3n578_room060_R,z3n578,Japanese,0.06,R,room,333,1185,1612,-,UW1,50,yes,yes,Male,0,initial
894,JP_z3n578_room092_R,z3n578,Japanese,0.058,R,room,296,1097,1614,-,UW1,50,yes,yes,Male,0,initial
895,JP_z3n578_room122_R,z3n578,Japanese,0.072,R,room,301,1212,1622,-,UW1,50,yes,yes,Male,0,initial
896,JP_z3n578_rube089_R,z3n578,Japanese,0.09,R,rube,293,1063,1524,-,UW1,50,yes,yes,Male,0,initial
897,JP_z3n578_rube121_R,z3n578,Japanese,0.126,R,rube,297,1159,1580,-,UW1,50,yes,yes,Male,0,initial
898,JP_z3n578_rube151_R,z3n578,Japanese,0.122,R,rube,275,1174,1444,-,UW1,50,yes,yes,Male,0,initial
899,JP_zajk25_lamb035_L,zajk25,Japanese,0.072,L,lamb,462,1366,2673,-,AE1,50,yes,yes,Male,0,initial
900,JP_zajk25_lamb086_L,zajk25,Japanese,0.138,L,lamb,440,1381,2574,-,AE1,50,yes,yes,Male,0,initial
901,JP_zajk25_lamb135_L,zajk25,Japanese,0.13,L,lamb,442,1209,2589,-,AE1,50,yes,yes,Male,0,initial
902,JP_zajk25_lamb183_L,zajk25,Japanese,0.098,L,lamb,457,1333,2817,-,AE1,50,yes,yes,Male,0,initial
903,JP_zajk25_lamp053_L,zajk25,Japanese,0.054,L,lamp,467,1231,2652,-,AE1,50,yes,yes,Male,0,initial
904,JP_zajk25_lamp104_L,zajk25,Japanese,0.12,L,lamp,421,1318,2641,-,AE1,50,yes,yes,Male,0,initial
905,JP_zajk25_lamp153_L,zajk25,Japanese,0.076,L,lamp,443,1254,2804,-,AE1,50,yes,yes,Male,0,initial
906,JP_zajk25_lamp201_L,zajk25,Japanese,0.096,L,lamp,478,1088,2670,-,AE1,50,yes,yes,Male,0,initial
907,JP_zajk25_lap032_L,zajk25,Japanese,0.12,L,lap,475,1308,2720,-,AE1,50,yes,yes,Male,0,initial
908,JP_zajk25_lap083_L,zajk25,Japanese,0.098,L,lap,429,1291,2456,-,AE1,50,yes,yes,Male,0,initial
909,JP_zajk25_lap132_L,zajk25,Japanese,0.034,L,lap,505,1267,2652,-,AE1,50,yes,yes,Male,0,initial
910,JP_zajk25_lap180_L,zajk25,Japanese,0.106,L,lap,459,1155,2629,-,AE1,50,yes,yes,Male,0,initial
911,JP_zajk25_leaf033_L,zajk25,Japanese,0.086,L,leaf,350,1512,2585,-,IY1,50,yes,yes,Male,0,initial
912,JP_zajk25_leaf084_L,zajk25,Japanese,0.084,L,leaf,385,1578,2611,-,IY1,50,yes,yes,Male,0,initial
913,JP_zajk25_leaf181_L,zajk25,Japanese,0.106,L,leaf,399,1284,2664,-,IY1,50,yes,yes,Male,0,initial
914,JP_zajk25_leap051_L,zajk25,Japanese,0.072,L,leap,417,1453,2687,-,IY1,50,yes,yes,Male,0,initial
915,JP_zajk25_leap102_L,zajk25,Japanese,0.1,L,leap,393,1461,2718,-,IY1,50,yes,yes,Male,0,initial
916,JP_zajk25_leap151_L,zajk25,Japanese,0.118,L,leap,449,1237,2663,-,IY1,50,yes,yes,Male,0,initial
917,JP_zajk25_leap199_L,zajk25,Japanese,0.114,L,leap,425,1193,2538,-,IY1,50,yes,yes,Male,0,initial
918,JP_zajk25_leave034_L,zajk25,Japanese,0.114,L,leave,388,1414,2662,-,IY1,50,yes,yes,Male,0,initial
919,JP_zajk25_leave085_L,zajk25,Japanese,0.092,L,leave,393,1537,2607,-,IY1,50,yes,yes,Male,0,initial
920,JP_zajk25_leave134_L,zajk25,Japanese,0.032,L,leave,389,1562,2610,-,IY1,50,yes,yes,Male,0,initial
921,JP_zajk25_leave182_L,zajk25,Japanese,0.108,L,leave,432,1340,2618,-,IY1,50,yes,yes,Male,0,initial
922,JP_zajk25_loom028_L,zajk25,Japanese,0.106,L,loom,402,1321,2676,-,UW1,50,yes,yes,Male,0,initial
923,JP_zajk25_loom079_L,zajk25,Japanese,0.068,L,loom,381,1255,2635,-,UW1,50,yes,yes,Male,0,initial
924,JP_zajk25_loom128_L,zajk25,Japanese,0.06,L,loom,397,1300,2609,-,UW1,50,yes,yes,Male,0,initial
925,JP_zajk25_loom176_L,zajk25,Japanese,0.06,L,loom,414,1098,2802,-,UW1,50,yes,yes,Male,0,initial
926,JP_zajk25_lube045_L,zajk25,Japanese,0.03,L,lube,427,1104,2647,-,UW1,50,yes,yes,Male,0,initial
927,JP_zajk25_lube096_L,zajk25,Japanese,0.04,L,lube,390,1077,2578,-,UW1,50,yes,yes,Male,0,initial
928,JP_zajk25_lube145_L,zajk25,Japanese,0.124,L,lube,418,1275,2639,-,UW1,50,yes,yes,Male,0,initial
929,JP_zajk25_lube193_L,zajk25,Japanese,0.038,L,lube,420,1080,2536,-,UW1,50,yes,yes,Male,0,initial
930,JP_zajk25_ram046_R,zajk25,Japanese,0.054,R,ram,493,1143,2961,-,AE1,50,yes,yes,Male,0,initial
931,JP_zajk25_ram097_R,zajk25,Japanese,0.038,R,ram,519,1398,2514,-,AE1,50,yes,yes,Male,0,initial
932,JP_zajk25_ram146_R,zajk25,Japanese,0.042,R,ram,456,1109,2502,-,AE1,50,yes,yes,Male,0,initial
933,JP_zajk25_ram194_R,zajk25,Japanese,0.04,R,ram,464,1058,1961,-,AE1,50,yes,yes,Male,0,initial
934,JP_zajk25_ramp047_R,zajk25,Japanese,0.048,R,ramp,473,1246,2571,-,AE1,50,yes,yes,Male,0,initial
935,JP_zajk25_ramp098_R,zajk25,Japanese,0.042,R,ramp,444,1118,2411,-,AE1,50,yes,yes,Male,0,initial
936,JP_zajk25_ramp147_R,zajk25,Japanese,0.098,R,ramp,426,746,2136,-,AE1,50,yes,yes,Male,0,initial
937,JP_zajk25_ramp195_R,zajk25,Japanese,0.058,R,ramp,460,1015,1957,-,AE1,50,yes,yes,Male,0,initial
938,JP_zajk25_rap052_R,zajk25,Japanese,0.082,R,rap,433,1132,2662,-,AE1,50,yes,yes,Male,0,initial
939,JP_zajk25_rap103_R,zajk25,Japanese,0.09,R,rap,457,1278,2586,-,AE1,50,yes,yes,Male,0,initial
940,JP_zajk25_rap200_R,zajk25,Japanese,0.078,R,rap,395,842,2261,-,AE1,50,yes,yes,Male,0,initial
941,JP_zajk25_reap027_R,zajk25,Japanese,0.064,R,reap,418,1239,2177,-,IY1,50,yes,yes,Male,0,initial
942,JP_zajk25_reap078_R,zajk25,Japanese,0.082,R,reap,419,1202,2346,-,IY1,50,yes,yes,Male,0,initial
943,JP_zajk25_reap127_R,zajk25,Japanese,0.062,R,reap,468,1282,2155,-,IY1,50,yes,yes,Male,0,initial
944,JP_zajk25_reap175_R,zajk25,Japanese,0.072,R,reap,388,986,2333,-,IY1,50,yes,yes,Male,0,initial
945,JP_zajk25_reef048_R,zajk25,Japanese,0.068,R,reef,375,1335,2595,-,IY1,50,yes,yes,Male,0,initial
946,JP_zajk25_reef099_R,zajk25,Japanese,0.046,R,reef,417,1435,2513,-,IY1,50,yes,yes,Male,0,initial
947,JP_zajk25_reef148_R,zajk25,Japanese,0.07,R,reef,408,896,2213,-,IY1,50,yes,yes,Male,0,initial
948,JP_zajk25_reef196_R,zajk25,Japanese,0.072,R,reef,446,1118,2182,-,IY1,50,yes,yes,Male,0,initial
949,JP_zajk25_reeve037_R,zajk25,Japanese,0.066,R,reeve,400,1353,2677,-,IY1,50,yes,yes,Male,0,initial
950,JP_zajk25_reeve088_R,zajk25,Japanese,0.054,R,reeve,402,1492,2548,-,IY1,50,yes,yes,Male,0,initial
951,JP_zajk25_reeve137_R,zajk25,Japanese,0.034,R,reeve,438,1746,2373,-,IY1,50,yes,yes,Male,0,initial
952,JP_zajk25_reeve185_R,zajk25,Japanese,0.066,R,reeve,420,1093,2414,-,IY1,50,yes,yes,Male,0,initial
953,JP_zajk25_room025_R,zajk25,Japanese,0.076,R,room,381,1269,2269,-,UW1,50,yes,yes,Male,0,initial
954,JP_zajk25_room076_R,zajk25,Japanese,0.04,R,room,431,1058,2181,-,UW1,50,yes,yes,Male,0,initial
955,JP_zajk25_room125_R,zajk25,Japanese,0.054,R,room,391,958,2022,-,UW1,50,yes,yes,Male,0,initial
956,JP_zajk25_room173_R,zajk25,Japanese,0.038,R,room,441,942,2227,-,UW1,50,yes,yes,Male,0,initial
957,JP_zajk25_rube054_R,zajk25,Japanese,0.048,R,rube,385,1148,2487,-,UW1,50,yes,yes,Male,0,initial
958,JP_zajk25_rube105_R,zajk25,Japanese,0.05,R,rube,405,1206,2392,-,UW1,50,yes,yes,Male,0,initial
959,JP_zajk25_rube154_R,zajk25,Japanese,0.052,R,rube,402,1018,2294,-,UW1,50,yes,yes,Male,0,initial
960,JP_zajk25_rube202_R,zajk25,Japanese,0.062,R,rube,423,1043,2053,-,UW1,50,yes,yes,Male,0,initial
961,EN_4ps8zx_lamb015_L,4ps8zx,English,0.078,L,lamb,503,975,3450,-,AE1,50,yes,yes,Female,0,initial
962,EN_4ps8zx_lamb077_L,4ps8zx,English,0.084,L,lamb,520,921,2391,-,AE1,50,yes,yes,Female,0,initial
963,EN_4ps8zx_lamb108_L,4ps8zx,English,0.096,L,lamb,490,902,3400,-,AE1,50,yes,yes,Female,0,initial
964,EN_4ps8zx_lamb139_L,4ps8zx,English,0.064,L,lamb,350,934,3581,-,AE1,50,yes,yes,Female,0,initial
965,EN_4ps8zx_lamp033_L,4ps8zx,English,0.052,L,lamp,488,890,3194,-,AE1,50,yes,yes,Female,0,initial
966,EN_4ps8zx_lamp064_L,4ps8zx,English,0.072,L,lamp,473,990,4093,-,AE1,50,yes,yes,Female,0,initial
967,EN_4ps8zx_lamp095_L,4ps8zx,English,0.092,L,lamp,454,860,2264,-,AE1,50,yes,yes,Female,0,initial
968,EN_4ps8zx_lamp157_L,4ps8zx,English,0.088,L,lamp,482,1076,3660,-,AE1,50,yes,yes,Female,0,initial
969,EN_4ps8zx_lap012_L,4ps8zx,English,0.094,L,lap,482,892,3620,-,AE1,50,yes,yes,Female,0,initial
970,EN_4ps8zx_lap043_L,4ps8zx,English,0.08,L,lap,504,939,3365,-,AE1,50,yes,yes,Female,0,initial
971,EN_4ps8zx_lap136_L,4ps8zx,English,0.084,L,lap,495,1029,3527,-,AE1,50,yes,yes,Female,0,initial
